AngFreqX,AngFreqY,AngFreqZ,AmpX,AmpY,AmpZ,MedJerkX,MedJerkY,MedJerkZ,LabelCol
2.34456979768618,4.76946526101783,3.45382634289858,43.4998928079735,29.784347812298,29.2011035366567,36.2465504361044,37.5247020081432,38.218703718847,Bike
7.03214634652924,14.2925187349193,10.3499816041225,6.38659319890618,45.3297830471157,2.79272107315733,40.9068224822661,40.1931296908728,38.3678565799601,Bike
7.03214634652924,23.8155722088192,3.4538263428998,2.81991097092533,52.1041061115529,3.69460694155137,48.7617009759897,48.7468603458814,48.5565015280008,Bike
2.34456979768701,23.8155722088192,17.2461368653452,2.15188365629778,58.0460074259139,2.36827573433539,43.8560713148209,43.1283385853369,41.6419574569983,Bike
4.68835807210729,4.76946526101867,3.45382634289919,3.35422694364508,50.6792652248371,0.996907876223161,39.2483160129241,39.7402457855127,39.7162337382913,Bike
9.37593462094868,19.0540454718659,13.7980592347314,3.3508795860251,48.8793158777371,3.29338517519082,48.164545652119,47.5902514535922,46.5298124669796,Bike
11.7197228953673,23.8155722088107,17.2461368653391,3.56053946472115,52.6345785680223,3.27550053430539,43.9459270961173,43.4726559411021,42.4483622283716,Bike
11.7197228953673,23.8155722088107,17.2461368653391,2.25488006797776,51.5213568915318,3.67055835263924,47.777890324043,46.9317439649255,44.2175883740819,Bike
11.7197228953715,23.8155722088192,34.486525018402,4.10126916400876,51.2100688772053,4.11757883775872,54.9023810674077,54.8208418816963,54.4209140235531,Bike
7.03214634652924,23.8155722088192,34.486525018402,2.13063266961052,51.805254001411,2.78180199992901,55.4076024749891,55.3117588793003,54.9197771223775,Bike
2.34456979768701,23.8155722088192,3.4538263428998,3.5643170775427,51.3236841248221,3.22863363928427,52.6828993817931,51.7357692485924,50.4273054694659,Bike
4.68835807210719,23.8155722088144,3.45382634289911,99.5751774317451,48.553086913883,2.84383978320907,48.7411790051253,48.6955263269782,48.2053676050371,Bike
4.68835807210729,23.8155722088149,6.90190397350993,3.73989350373377,53.4830833916648,3.83243816727313,45.7566693589924,46.6633271521626,46.2299642090459,Bike
14.0635111697901,28.577098945764,20.6942144959529,3.07016688992177,52.5274206368064,3.66378163074635,47.9404340489459,48.4341208509368,49.0599019075493,Bike
14.0635111697901,28.577098945764,3.45382634289919,0.824752157896225,55.7313756377215,2.37829932211835,49.3176172711095,49.6344607047389,49.5721994599058,Bike
4.68835807210729,28.577098945764,6.90190397350993,2.35310050767913,54.9858877929371,4.50375951250652,60.2746385633968,60.9292445698133,61.6038508533577,Bike
4.46514014120982,4.54272589259226,3.28963217001277,4.31527364555251,68.1066187844378,5.29614937581852,41.0794874294046,40.856070665954,39.9817755089771,Bike
2.34456979768701,23.8155722088192,17.2461368653452,2.85586192594275,53.2468283100032,5.12524897280717,52.0778842845239,52.9722142319369,53.7335015363849,Bike
2.34456979768701,23.8155722088192,17.2461368653452,4.36787255280623,56.2142191130845,4.27087313346017,50.09447324331,50.5605434691554,50.8026648127436,Bike
4.68835807210646,23.8155722088107,3.45382634289858,99.7750414159619,54.8434695419957,8.60752698438851,54.1520391908972,55.035746650606,55.770595318788,Bike
11.1616780681257,22.6818753666829,16.4251660009101,3.35235247907436,54.6352787964421,4.47722222609693,48.5197000541572,48.2436856980757,47.5669099552458,Bike
11.7197228953694,23.8155722088149,3.45382634289919,99.9293793871706,53.3914414864915,3.42266458454278,48.0658575044685,49.0397033865007,50.1002789897398,Bike
