AngFreqX,AngFreqY,AngFreqZ,AmpX,AmpY,AmpZ,JerkX,JerkY,JerkZ,LabelCol
0.199203187250965,0.199203187250965,0.199203187250965,2.58528741182606,0.913442015462555,1.80289964108535,41.77815,129.2188,72.6514,Bike
0.597609561753107,0.597609561753107,0,3.32980977938042,3.09193260569626,2.34978786804346,43.29745,16.3086,55.21265,Bike
0.597609561753107,0.996015936255178,0,4.23395666039735,3.15712395608512,3.63820520454399,1.99999999999996,1.99999999999996,48.6713,Bike
0.199203187251036,0.996015936255178,0,1.00180023013224,3.22019442930837,2.94183680156527,1.99999999999996,24.9606,16.57805,Bike
0.398406374502001,0.199203187251,0,1.96123124813355,3.00260343325389,0.444325363489086,26.7044499999997,7.56675000000002,2.05000000000002,Bike
0.796812749004001,0.796812749004001,0,1.79241919616969,3.08005386654097,3.34552605548339,30.43175,11.09945,48.8434,Bike
0.996015936254824,0.996015936254824,0,3.52557332750616,3.01207741843321,4.78597623464865,2.04999999999984,26.9589499999995,21.4054999999988,Bike
0.996015936254824,0.996015936254824,0,0.363731402551654,3.09544866050811,3.82685662313904,19.20505,53.0646499999989,21.3082,Bike
0.996015936255178,0.996015936255178,0,3.87031827669486,3.00029719689079,4.88151271194087,105.05155,59.90545,34.8475,Bike
0.597609561753107,0.996015936255178,0,2.85335299947558,2.95328026967884,4.2755556628197,13.5768,50.47505,177.905,Bike
0.199203187251036,0.996015936255178,0,3.60194018397496,2.909675353309,2.22909967676057,36.292,36.68125,34.03925,Bike
0.398406374501992,0.996015936254979,0,4.45288001360613,3.40231636388193,1.09289860037476,49.2401,59.4264,59.30665,Bike
0.398406374502001,0.996015936255001,0,4.67418277197678,2.98605419665423,4.45879545220045,70.5333,46.2239,2,Bike
1.195219123506,1.195219123506,0,3.85791973627428,2.97828867604193,4.09869538975291,3.77215,1.99999999999996,145.00345,Bike
1.195219123506,1.195219123506,0,0.128368804079082,3.08778389555524,2.17961596333375,53.3266499999996,115.642,124.2566,Bike
0.398406374502001,1.195219123506,0,1.37362652200191,3.4081066902871,5.93853671669446,210.82905,211.71975,129.63795,Bike
0.379434642382835,0.189717321191418,0,2.46895938099777,3.08531197610305,2.72776029960389,35.0047000000004,31.27,67.9138,Bike
0.199203187251036,0.996015936255178,0,1.32236770555886,3.12540292840461,3.45003454889763,1.99999999999996,25.19265,70.54085,Bike
0.199203187251036,0.996015936255178,0,2.92780941453621,3.04010416955148,3.59695917931575,208.4191,252.5249,152.2409,Bike
0.39840637450193,0.996015936254824,0,3.76122684749105,3.1308616536371,3.63145844570912,82.25395,26.43505,54.06755,Bike
0.948586605957088,0.948586605957088,0,4.4211860150902,3.0666949089278,3.56511335454398,75.8847,29.34645,1.99999999999996,Bike
0.996015936255001,0.996015936255001,0,2.04633458485922,3.14926860949578,2.68205370091342,2,2,2,Bike
0.199203187251,0.996015936255001,0,0.682776294959456,3.02722506682977,3.53525049112877,158.76735,17909.64785,17931.79435,Bike
0.199152135067937,0.995760675339684,0.995760675339684,2.00835350466467,3.01772447169874,3.50446027051827,5.58340000000044,20.6870000000009,46.7627499999992,Bike
1.19521912350579,0.996015936254824,0,3.42959400759857,3.04702687330673,3.6042159370964,49.4197,80.65975,114.8936,Bike
0.199203187251,1.195219123506,1.195219123506,3.74035568121826,2.96861840717317,2.410054089706,52.9074999999992,45.6550500000006,2.00000000000014,Bike
0.199203187250965,1.19521912350579,0,2.9993699270047,3.04758388363248,2.57387452176237,106.92265,45.7224499999995,6.18215000000077,Bike
0.199254265614972,1.19552559368983,0,0.877903049605792,2.96642205951575,3.81393057419088,107.03495,28.39595,27.0862,Bike
0.199203187250965,1.19521912350579,0,1.96212566628532,3.02699017020812,2.90783769082718,2.05025634765619,154.8979,221.00045,Bike
1.19521912350621,1.19521912350621,0,4.16247789134301,2.91823876588865,3.9783398655753,93.98205,60.4668000000004,96.24235,Bike
0.948586605957409,0.948586605957409,0,3.19834962836028,3.11240018789411,4.19966041457157,67.3749000000001,40.4309500000011,57.30085,Bike
0.597609561752895,0.996015936254824,0,2.05300392307749,3.02147694827583,3.29757368480648,125.3568,120.43955,103.31515,Bike
-6.6423203484827e-05,-0.000332116017424135,-0,0.731063842651437,2.98442806746234,2.21126179490418,133.13315,35.1843500000001,105.08145,Bike
0.199203187250991,0.996015936254957,0,3.89625996559165,3.09381057891865,3.52254531292057,36.6063999999994,56.1632,2,Bike
0.398406374502001,0.996015936255001,0,2.81653742955752,3.19741752051032,3.66917493280291,17933.6729,94.8951999999999,67.19525,Bike
0.189717321191418,0.948586605957088,0,3.41047016773256,2.95142726090804,3.95007113105127,39.83965,57.0688000000004,55.6094000000002,Bike
0.398406374502001,1.195219123506,0,4.18887928808585,3.07286944791804,3.23292860916456,2.00000000000014,17906.87115,1.99999999999996,Bike
0.398406374502001,1.195219123506,0,4.18283977299578,3.07088802702692,3.95450354606374,1.99999999999996,71.2966999999999,121.16555,Bike
1.195219123506,1.195219123506,0,4.32400166027548,3.00237444679062,3.18510185552809,14.6021499999989,17959.2547,63.1537,Bike
0.39840637450193,1.19521912350579,0,2.87996924289559,3.02232924417126,3.20856982665416,84.0577,36.06005,82.68055,Bike
0.996015936254824,1.19521912350579,0,2.49167771776318,3.04514004429727,2.30200688507919,1.99999999999996,2.00000000000031,1.99999999999996,Bike
0.398406374502071,0.996015936255178,0.199203187251036,2.80334502324964,2.77538614440518,2.48393352849389,1.99999999999996,2.0500000000002,22.9248,Bike
0.199203187251036,0.996015936255178,0,3.31093529196309,3.28606023173391,2.90541112826545,70.1142000000004,16.9148499999991,42.1149,Bike
1.19521912350621,1.19521912350621,0,1.10484277490598,3.20304832685553,4.50163531807746,2.00000000000031,5.97259999999977,40.7976500000004,Bike
0.398406374501992,0.996015936254979,0,3.87784694136013,2.94022615407161,3.76874783708367,17940.54365,17961.82185,13.16515,Bike
0.398304270135874,0.995760675339684,0,2.68259499431333,2.68676915859078,1.70884280426877,2,330.4154,17636.698,Bike
0.199203187250983,0.398406374501965,0,6.53569509749172,4.09993868886232,6.9794592305932,19.1676500000001,2.05000000000002,29.41385,Bike
0.597609561753001,0.996015936255001,0,2.39986771033318,4.19541076786953,4.08296238132057,157.1657,218.29105,105.5605,Bike
0.189717321191418,0.75886928476567,0,4.39282694768521,3.02090047922541,4.69578889292065,2.00000000000014,17652.78205,17795.77965,Bike
0.996015936255001,1.195219123506,0,2.39176023967279,2.82447056818684,3.09959914440447,165.6156,144.52445,183.1816,Bike
0.597609561753001,1.195219123506,0,4.0213200574342,3.73594609955855,3.32445716725712,51.942,116.8171,73.2427000000001,Bike
0.39840637450193,0.796812749003859,0.199203187250965,2.55151883337222,3.19948321081466,4.07719479535292,37.28,50.56485,65.1146,Bike
0.189717321191418,0.948586605957088,0,1.01202076338967,2.73331337947938,4.46037900810854,1.99999999999996,2.00000000000031,15.1934,Bike
0.199203187251036,0.996015936255178,0,2.28513993130576,3.25874215219877,3.16251061556231,437.3605,625.841050000001,105.2761,Bike
1.39442231075725,1.39442231075725,0,3.83542273860847,3.42613156359084,3.89388656819938,87.8897500000008,2.05025634765619,17495.3993,Bike
0.199203187251036,1.19521912350621,0,4.63843645798833,3.82595793466981,5.08009982328993,17860.3479,17773.274,1.99999999999996,Bike
0.189717321191424,1.13830392714854,0,3.12050810607345,2.50501849891471,2.62666806703697,17573.05785,17727.21475,465.8238,Bike
0.398406374501983,0.597609561752974,0,2.55349376091994,3.34089551143616,5.52106883354688,17534.15375,792.6991,1503.65315,Bike
0.199203187250983,0.996015936254913,0,4.53985268729221,4.02821305738493,4.51169429462098,255.7881,208.1796,40.93235,Bike
0.398406374502001,0.996015936255001,0,3.8383777660127,3.06160099889969,3.79674230861605,43.5744,2.06569999999999,17946.44135,Bike
0.199203187251,0.796812749004001,0,0.380392996763957,4.63433859781085,2.80285436036875,27.4753999999987,64.9199999999993,89.98535,Bike
0.398406374502001,0.597609561753001,0,3.51484465611777,3.48853032518695,2.3373235008217,85.4722499999994,2.05000000000002,37.8413,Bike
0.398406374502001,0.796812749004001,0,4.44128153137626,3.89623522259141,5.98377035456118,52.1739999999994,149.5016,255.95275,Bike
0.189717321191418,0.569151963574253,0,1.70422177883033,3.51765149781091,3.17734411933066,6.76595000000049,2.00000000000031,84.9633499999999,Bike
0.199203187251036,1.19521912350621,0.199203187251036,2.80477766134728,3.36462570119687,3.26862744715809,17928.2617,129.14395,90.33715,Bike
0.199203187251036,1.19521912350621,0,0.979780551632504,3.77678544696304,4.08054875328356,53.50625,1.99999999999996,17936.8089,Bike
0.398406374502071,0.996015936255178,0,0.205200710857345,3.47465804101592,3.69082291993405,63.1985999999998,1.99999999999996,1.99999999999996,Bike
0.199203187250965,1.19521912350579,0,3.01488140933493,3.26240218705698,3.75169086029962,57.92205,101.63865,70.71295,Bike
0.199203187250996,1.19521912350597,0.199203187250996,0.987385892020546,3.48604229573859,4.24865323800007,79.13295,2.05,27.66995,Bike
0.199203187250991,1.39442231075694,0,3.19551624109434,3.13946550367636,4.47638685807925,167.66635,155.2721,138.2151,Bike
0.19925426561499,1.79328839053491,0,2.05140182089703,3.20596658019029,4.85571688827172,109.9239,144.29245,17884.358,Bike
0.199203187251,0.199203187251,0,0.380130659008959,3.66700905818806,3.29280977055278,183.96745,380.22435,403.29885,Bike
0.199203187251,1.394422310757,0,1.87508921606985,3.0111377396148,3.25533225013496,58.1391,114.09275,85.69675,Bike
1.32802124833992,1.32802124833992,0,2.13888733851744,3.55027871197493,3.49820880173353,218.321,162.6293,152.89205,Bike
0.199203187251,1.394422310757,0,3.90802502608679,3.29871006833543,3.67546017092613,17971.35705,17958.74575,2.04974365234367,Bike
0.39840637450193,1.19521912350579,0,2.16085482897375,3.05588824367841,4.2750521609483,2.04974365234349,1.99999999999996,9.87195000000014,Bike
0.189717321191482,1.13830392714889,0,2.46991233291022,2.94857846338915,1.70550406741196,68.36285,34.3535500000001,17988.39165,Bike
0.199203187250965,0.996015936254824,0.199203187250965,0.580084015681245,3.48607513518932,2.16104496633803,69.6726,17963.9325,162.61435,Bike
0.199203187250965,0.996015936254824,0,1.79338635885698,3.84466456544323,3.00710712511374,34.19635,152.9145,156.5145,Bike
0.379434642382835,0.569151963574253,0,3.42947435615213,3.24813541174999,3.31769871879171,569.6105,240.62465,133.4924,Bike
0.199203187250996,0.597609561752987,0,0.982263280610775,3.49580058763439,4.54869351144572,4.13890000000006,1.99999999999998,171.18405,Bike
0.199203187250991,0.796812749003966,0,1.20511007792163,3.04899775723396,2.95660170953218,104.38545,25.9785000000008,121.4799,Bike
0.379434642382835,0.948586605957088,0,5.2929737280396,3.54484118228327,4.42156422916525,17855.4681,17946.2318,108.98835,Bike
0.398406374502001,0.199203187251,0,4.21176084300457,2.9930323198804,5.14370308506567,144.01555,305.6569,17788.2354,Bike
0.199203187251,0.597609561753001,0.199203187251,2.50541458058491,3.06348242643853,1.80523936985599,17950.4231,149.41925,1.99999999999996,Bike
0.18971732119145,0.379434642382899,0.18971732119145,2.96853189239085,3.29609699971108,4.67482364117465,1.99999999999996,17847.05555,17898.3614,Bike
0.398406374502071,0.597609561753107,0.398406374502071,3.18627423987617,3.11116262417196,2.89399820395619,92.7995500000001,154.23175,190.14955,Bike
0.199203187251036,0.996015936255178,0,0.417852828440689,3.16230145619488,2.61409088829107,44.36775,68.3178999999996,59.2917,Bike
0.199203187250965,0.996015936254824,0.199203187250965,2.44312126176523,3.14954681711189,3.86533410043893,136.41885,105.1713,12.5888,Bike
0.199203187250965,0.996015936254824,0.39840637450193,1.79495419590722,2.42646053712691,2.64900344159644,75.8622499999999,101.35425,53.00475,Bike
0.796812749003859,0.796812749003859,0,4.67428254336566,4.0684114613864,6.33231568291889,209.2499,132.2051,211.7796,Bike
0.199203187251036,0.398406374502071,0,0.468312177371929,3.92424796005229,1.80500917255664,44.9141,85.7267,83.4589499999999,Bike
0.796812749003983,0.597609561752987,0,2.97588397683054,3.12238216920616,3.11737238745462,2.05,14.677,239.17265,Bike
0.379434642382851,0.758869284765702,0,3.66410567498715,3.21737518057779,3.27211962961873,41.8979000000007,4.43825000000118,4.35594999999998,Bike
0.996015936255001,1.195219123506,0,4.09394497910135,3.10225795785873,3.89945161195753,188.8398,84.5067999999998,15.46285,Bike
0.398406374502001,0.996015936255001,0,3.96359443412454,2.89975067751917,3.74057449833261,124.15935,17787.86115,275.41975,Bike
